target_estimand,target_estimand_version,target_reference,target_denominator,analysis_plan_version,analysis_pair_role,target_transform,predictor_transform,target,target_role,predictor,n,r2_log2_target,spearman,rmse_log2,source_run_id,source_run_path,condition,seed
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),best_rank,diagnostic,whitened_gradient_detectable_rank,48,,,0.0,20260622_141352_stage4_hard_s101,source_runs/20260622_141352_stage4_hard_s101,hard_knee,101
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),best_rank,diagnostic,whitened_gradient_effective_rank,48,,,0.0,20260622_141352_stage4_hard_s101,source_runs/20260622_141352_stage4_hard_s101,hard_knee,101
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),best_rank,diagnostic,whitened_gradient_stable_rank,48,,,0.0,20260622_141352_stage4_hard_s101,source_runs/20260622_141352_stage4_hard_s101,hard_knee,101
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),best_rank,diagnostic,predicted_rank_whitened_detectable,48,,,0.0,20260622_141352_stage4_hard_s101,source_runs/20260622_141352_stage4_hard_s101,hard_knee,101
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),best_rank,diagnostic,predicted_rank_whitened_effective,48,,,0.0,20260622_141352_stage4_hard_s101,source_runs/20260622_141352_stage4_hard_s101,hard_knee,101
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),best_rank,diagnostic,predicted_rank_whitened_stable,48,,,0.0,20260622_141352_stage4_hard_s101,source_runs/20260622_141352_stage4_hard_s101,hard_knee,101
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),best_rank,diagnostic,true_k_strong,48,,,0.0,20260622_141352_stage4_hard_s101,source_runs/20260622_141352_stage4_hard_s101,hard_knee,101
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),near_best_rank_gap_0.02,useful_rank,gradient_effective_rank,48,0.790327496908954,0.8703879597714745,0.799904337062805,20260622_141352_stage4_hard_s101,source_runs/20260622_141352_stage4_hard_s101,hard_knee,101
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),near_best_rank_gap_0.02,useful_rank,whitened_gradient_effective_rank,48,0.790327496908954,0.8703879597714745,0.799904337062805,20260622_141352_stage4_hard_s101,source_runs/20260622_141352_stage4_hard_s101,hard_knee,101
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),near_best_rank_gap_0.02,useful_rank,true_k_strong,48,0.7855461672643913,0.8752699005134912,0.8089733553964231,20260622_141352_stage4_hard_s101,source_runs/20260622_141352_stage4_hard_s101,hard_knee,101
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),near_best_rank_gap_0.02,useful_rank,gradient_detectable_rank,48,0.7841260977014837,0.8696804346825417,0.8116473643380081,20260622_141352_stage4_hard_s101,source_runs/20260622_141352_stage4_hard_s101,hard_knee,101
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),near_best_rank_gap_0.02,useful_rank,whitened_gradient_detectable_rank,48,0.7841260977014837,0.8696804346825417,0.8116473643380081,20260622_141352_stage4_hard_s101,source_runs/20260622_141352_stage4_hard_s101,hard_knee,101
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),near_best_rank_gap_0.02,useful_rank,predicted_rank_detectable,48,0.7738473151097683,0.8690434404280695,0.8307458599323863,20260622_141352_stage4_hard_s101,source_runs/20260622_141352_stage4_hard_s101,hard_knee,101
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),near_best_rank_gap_0.02,useful_rank,predicted_rank_whitened_detectable,48,0.7738473151097683,0.8690434404280695,0.8307458599323863,20260622_141352_stage4_hard_s101,source_runs/20260622_141352_stage4_hard_s101,hard_knee,101
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),near_best_rank_gap_0.02,useful_rank,predicted_rank_effective,48,0.7715988829940368,0.8573260712751654,0.8348653245280706,20260622_141352_stage4_hard_s101,source_runs/20260622_141352_stage4_hard_s101,hard_knee,101
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),near_best_rank_gap_0.02,useful_rank,predicted_rank_whitened_effective,48,0.7715988829940368,0.8573260712751654,0.8348653245280706,20260622_141352_stage4_hard_s101,source_runs/20260622_141352_stage4_hard_s101,hard_knee,101
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),near_best_rank_gap_0.02,useful_rank,raw_gradient_effective_rank,48,0.7536850714641172,0.8353983303057622,0.8669871859574932,20260622_141352_stage4_hard_s101,source_runs/20260622_141352_stage4_hard_s101,hard_knee,101
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),near_best_rank_gap_0.02,useful_rank,gradient_stable_rank,48,0.736640578170834,0.8348402819889247,0.8964823460261151,20260622_141352_stage4_hard_s101,source_runs/20260622_141352_stage4_hard_s101,hard_knee,101
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),near_best_rank_gap_0.02,useful_rank,whitened_gradient_stable_rank,48,0.736640578170834,0.8348402819889247,0.8964823460261151,20260622_141352_stage4_hard_s101,source_runs/20260622_141352_stage4_hard_s101,hard_knee,101
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),near_best_rank_gap_0.02,useful_rank,raw_gradient_detectable_rank,48,0.6432218049215217,0.7264051614939808,1.0434375550307755,20260622_141352_stage4_hard_s101,source_runs/20260622_141352_stage4_hard_s101,hard_knee,101
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),near_best_rank_gap_0.02,useful_rank,predicted_rank_raw_effective,48,0.6177178026809927,0.7851409709414267,1.080088515805441,20260622_141352_stage4_hard_s101,source_runs/20260622_141352_stage4_hard_s101,hard_knee,101
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),near_best_rank_gap_0.02,useful_rank,raw_gradient_stable_rank,48,0.5798915619234954,0.71770594028473,1.1322648203111294,20260622_141352_stage4_hard_s101,source_runs/20260622_141352_stage4_hard_s101,hard_knee,101
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),near_best_rank_gap_0.02,useful_rank,predicted_rank_raw_detectable,48,0.5619278582132046,0.7011877449977287,1.1562190740802147,20260622_141352_stage4_hard_s101,source_runs/20260622_141352_stage4_hard_s101,hard_knee,101
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),near_best_rank_gap_0.02,useful_rank,predicted_rank_stable,48,0.5215964178478032,0.743017310236856,1.208271475807503,20260622_141352_stage4_hard_s101,source_runs/20260622_141352_stage4_hard_s101,hard_knee,101
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),near_best_rank_gap_0.02,useful_rank,predicted_rank_whitened_stable,48,0.5215964178478032,0.743017310236856,1.208271475807503,20260622_141352_stage4_hard_s101,source_runs/20260622_141352_stage4_hard_s101,hard_knee,101
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),near_best_rank_gap_0.02,useful_rank,predicted_rank_raw_stable,48,0.2769435006856325,0.522115517267477,1.4854342341585238,20260622_141352_stage4_hard_s101,source_runs/20260622_141352_stage4_hard_s101,hard_knee,101
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),near_best_rank_gap_0.05,useful_rank,gradient_detectable_rank,48,0.8698850903523032,0.9230320185936748,0.5351948396399403,20260622_141352_stage4_hard_s101,source_runs/20260622_141352_stage4_hard_s101,hard_knee,101
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),near_best_rank_gap_0.05,useful_rank,whitened_gradient_detectable_rank,48,0.8698850903523032,0.9230320185936748,0.5351948396399403,20260622_141352_stage4_hard_s101,source_runs/20260622_141352_stage4_hard_s101,hard_knee,101
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),near_best_rank_gap_0.05,useful_rank,true_k_strong,48,0.8693114073508164,0.926008463464156,0.5363733921089291,20260622_141352_stage4_hard_s101,source_runs/20260622_141352_stage4_hard_s101,hard_knee,101
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),near_best_rank_gap_0.05,useful_rank,gradient_effective_rank,48,0.8620594726489328,0.909614024968983,0.551054211705267,20260622_141352_stage4_hard_s101,source_runs/20260622_141352_stage4_hard_s101,hard_knee,101
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),near_best_rank_gap_0.05,useful_rank,whitened_gradient_effective_rank,48,0.8620594726489328,0.909614024968983,0.551054211705267,20260622_141352_stage4_hard_s101,source_runs/20260622_141352_stage4_hard_s101,hard_knee,101
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),near_best_rank_gap_0.05,useful_rank,predicted_rank_detectable,48,0.8362208616358952,0.8926902011588802,0.6004511432469226,20260622_141352_stage4_hard_s101,source_runs/20260622_141352_stage4_hard_s101,hard_knee,101
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),near_best_rank_gap_0.05,useful_rank,predicted_rank_whitened_detectable,48,0.8362208616358952,0.8926902011588802,0.6004511432469226,20260622_141352_stage4_hard_s101,source_runs/20260622_141352_stage4_hard_s101,hard_knee,101
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),near_best_rank_gap_0.05,useful_rank,raw_gradient_effective_rank,48,0.818988905318842,0.8705709772448481,0.6312494060169211,20260622_141352_stage4_hard_s101,source_runs/20260622_141352_stage4_hard_s101,hard_knee,101
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),near_best_rank_gap_0.05,useful_rank,gradient_stable_rank,48,0.7992467980299958,0.8539971478690757,0.6647825721434296,20260622_141352_stage4_hard_s101,source_runs/20260622_141352_stage4_hard_s101,hard_knee,101
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),near_best_rank_gap_0.05,useful_rank,whitened_gradient_stable_rank,48,0.7992467980299958,0.8539971478690757,0.6647825721434296,20260622_141352_stage4_hard_s101,source_runs/20260622_141352_stage4_hard_s101,hard_knee,101
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),near_best_rank_gap_0.05,useful_rank,predicted_rank_effective,48,0.7661230891777604,0.8536557256839783,0.7175332973818955,20260622_141352_stage4_hard_s101,source_runs/20260622_141352_stage4_hard_s101,hard_knee,101
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),near_best_rank_gap_0.05,useful_rank,predicted_rank_whitened_effective,48,0.7661230891777604,0.8536557256839783,0.7175332973818955,20260622_141352_stage4_hard_s101,source_runs/20260622_141352_stage4_hard_s101,hard_knee,101
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),near_best_rank_gap_0.05,useful_rank,raw_gradient_detectable_rank,48,0.7172356688626716,0.7852233844996764,0.7889703776060373,20260622_141352_stage4_hard_s101,source_runs/20260622_141352_stage4_hard_s101,hard_knee,101
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),near_best_rank_gap_0.05,useful_rank,predicted_rank_raw_effective,48,0.7165468034792317,0.8484888208421285,0.7899308307319433,20260622_141352_stage4_hard_s101,source_runs/20260622_141352_stage4_hard_s101,hard_knee,101
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),near_best_rank_gap_0.05,useful_rank,predicted_rank_raw_detectable,48,0.6459524331894637,0.7714221306629309,0.8828342877997326,20260622_141352_stage4_hard_s101,source_runs/20260622_141352_stage4_hard_s101,hard_knee,101
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),near_best_rank_gap_0.05,useful_rank,raw_gradient_stable_rank,48,0.6353655747448446,0.7710723841131141,0.8959364778058125,20260622_141352_stage4_hard_s101,source_runs/20260622_141352_stage4_hard_s101,hard_knee,101
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),near_best_rank_gap_0.05,useful_rank,predicted_rank_stable,48,0.5884761846007401,0.8000681676675887,0.9518003754638326,20260622_141352_stage4_hard_s101,source_runs/20260622_141352_stage4_hard_s101,hard_knee,101
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),near_best_rank_gap_0.05,useful_rank,predicted_rank_whitened_stable,48,0.5884761846007401,0.8000681676675887,0.9518003754638326,20260622_141352_stage4_hard_s101,source_runs/20260622_141352_stage4_hard_s101,hard_knee,101
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),near_best_rank_gap_0.05,useful_rank,predicted_rank_raw_stable,48,0.2818704768973834,0.5348561069490676,1.2573314411646503,20260622_141352_stage4_hard_s101,source_runs/20260622_141352_stage4_hard_s101,hard_knee,101
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),near_best_rank_gap_0.1,useful_rank,gradient_detectable_rank,48,0.8571820453028349,0.9048737193290204,0.4796181884783583,20260622_141352_stage4_hard_s101,source_runs/20260622_141352_stage4_hard_s101,hard_knee,101
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),near_best_rank_gap_0.1,useful_rank,whitened_gradient_detectable_rank,48,0.8571820453028349,0.9048737193290204,0.4796181884783583,20260622_141352_stage4_hard_s101,source_runs/20260622_141352_stage4_hard_s101,hard_knee,101
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,primary_pair,log2(rank),log2(1+s),near_best_rank_gap_0.1,useful_rank,gradient_effective_rank,48,0.8552620458561648,0.8962382882233805,0.4828313430464371,20260622_141352_stage4_hard_s101,source_runs/20260622_141352_stage4_hard_s101,hard_knee,101
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),near_best_rank_gap_0.1,useful_rank,whitened_gradient_effective_rank,48,0.8552620458561648,0.8962382882233805,0.4828313430464371,20260622_141352_stage4_hard_s101,source_runs/20260622_141352_stage4_hard_s101,hard_knee,101
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),near_best_rank_gap_0.1,useful_rank,predicted_rank_detectable,48,0.8547926137470881,0.898751737791376,0.4836136984911581,20260622_141352_stage4_hard_s101,source_runs/20260622_141352_stage4_hard_s101,hard_knee,101
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),near_best_rank_gap_0.1,useful_rank,predicted_rank_whitened_detectable,48,0.8547926137470881,0.898751737791376,0.4836136984911581,20260622_141352_stage4_hard_s101,source_runs/20260622_141352_stage4_hard_s101,hard_knee,101
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),near_best_rank_gap_0.1,useful_rank,true_k_strong,48,0.8508167581224618,0.9015858379402688,0.4901897886630487,20260622_141352_stage4_hard_s101,source_runs/20260622_141352_stage4_hard_s101,hard_knee,101
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),near_best_rank_gap_0.1,useful_rank,gradient_stable_rank,48,0.8138854559723849,0.8638849499034661,0.547512950477258,20260622_141352_stage4_hard_s101,source_runs/20260622_141352_stage4_hard_s101,hard_knee,101
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),near_best_rank_gap_0.1,useful_rank,whitened_gradient_stable_rank,48,0.8138854559723849,0.8638849499034661,0.547512950477258,20260622_141352_stage4_hard_s101,source_runs/20260622_141352_stage4_hard_s101,hard_knee,101
observed_rank_sweep_minimum,observed_best_gap_v1,best_observed_validation_loss_on_tested_rank_grid,base_val_loss_minus_best_observed_val_loss,stage4_confirmatory_v1,secondary_or_exploratory,log2(rank),log2(1+s),near_best_rank_gap_0.1,useful_rank,raw_gradient_effective_rank,48,0.7984408298540773,0.851858316287163,0.5697777955393857,20260622_141352_stage4_hard_s101,source_runs/20260622_141352_stage4_hard_s101,hard_knee,101
